1985,1440
1986,386
1987,2150
1988,948
1989,1220
1990,3760
1991,1320
1992,696
1993,2540
1994,1190
1995,2650
1996,4350
1997,2360
1998,2900
1999,816
2000,862
2001,2090
2002,1260
2003,2940
2004,3270
